Date,Open,High,Low,Close,Adj Close,Volume
1/16/1990,0.299107,0.3125,0.292411,0.311384,0.249437,214244800
1/17/1990,0.310268,0.310268,0.294643,0.296875,0.237814,197299200
1/18/1990,0.294643,0.299107,0.287946,0.289063,0.231556,273291200
1/19/1990,0.301339,0.308036,0.299107,0.305804,0.244967,265137600
1/22/1990,0.303571,0.308036,0.296875,0.296875,0.237814,145611200
1/23/1990,0.301339,0.305804,0.294643,0.301339,0.24139,140873600
1/24/1990,0.290179,0.305804,0.287946,0.303571,0.243178,169792000
1/25/1990,0.305804,0.310268,0.303571,0.304688,0.244073,111540800
1/26/1990,0.303571,0.303571,0.287946,0.292411,0.234238,181249600
1/29/1990,0.294643,0.299107,0.28683,0.296875,0.237814,119929600
1/30/1990,0.296875,0.308036,0.294643,0.303571,0.243178,116446400
1/31/1990,0.308036,0.310268,0.294643,0.303571,0.243178,143942400
2/1/1990,0.308036,0.309152,0.299107,0.300223,0.240496,117073600
2/2/1990,0.296875,0.310268,0.296875,0.305804,0.244967,118473600
2/5/1990,0.305804,0.314732,0.303571,0.3125,0.250331,101752000
2/6/1990,0.310268,0.3125,0.303571,0.310268,0.248543,73920000
2/7/1990,0.294643,0.303571,0.290179,0.296875,0.237814,312446400
2/8/1990,0.296875,0.299107,0.287946,0.294643,0.236026,186636800
2/9/1990,0.299107,0.308036,0.296875,0.305804,0.244967,168078400
2/12/1990,0.305804,0.308036,0.301339,0.303571,0.243178,74916800
2/13/1990,0.303571,0.3125,0.301339,0.308036,0.246755,102166400
2/14/1990,0.308036,0.310268,0.301339,0.305804,0.244967,96062400
2/15/1990,0.301339,0.305804,0.299107,0.305804,0.244967,97966400
2/16/1990,0.305804,0.308036,0.301339,0.301339,0.242168,127209600
2/20/1990,0.299107,0.301339,0.294643,0.299107,0.240374,123244800
2/21/1990,0.292411,0.305804,0.290179,0.303571,0.243962,175907200
2/22/1990,0.303571,0.308036,0.294643,0.294643,0.236787,195182400
2/23/1990,0.292411,0.299107,0.292411,0.296875,0.23858,149956800
2/26/1990,0.294643,0.305804,0.294643,0.303571,0.243962,79609600
2/27/1990,0.303571,0.305804,0.299107,0.299107,0.240374,73953600
2/28/1990,0.299107,0.303571,0.296875,0.303571,0.243962,109334400
3/1/1990,0.299107,0.310268,0.296875,0.305804,0.245756,203896000
3/2/1990,0.299107,0.310268,0.296875,0.301339,0.242168,104899200
3/5/1990,0.299107,0.310268,0.299107,0.308036,0.24755,182470400
3/6/1990,0.3125,0.314732,0.308036,0.314732,0.252931,156016000
3/7/1990,0.3125,0.321429,0.3125,0.315848,0.253828,204220800
3/8/1990,0.319196,0.330357,0.3125,0.328125,0.263694,223843200
3/9/1990,0.328125,0.334821,0.323661,0.329241,0.264591,230473600
3/12/1990,0.332589,0.334821,0.323661,0.327009,0.262797,163956800
3/13/1990,0.325893,0.332589,0.323661,0.329241,0.264591,148579200
3/14/1990,0.328125,0.332589,0.325893,0.330357,0.265488,101785600
3/15/1990,0.325893,0.339286,0.325893,0.328125,0.263694,120232000
3/16/1990,0.357143,0.363839,0.34933,0.359375,0.288808,644761600
3/19/1990,0.361607,0.379464,0.357143,0.378348,0.304055,431793600
3/20/1990,0.377232,0.383929,0.363839,0.36942,0.296881,391316800
3/21/1990,0.368304,0.377232,0.368304,0.371652,0.298674,152734400
3/22/1990,0.372768,0.377232,0.363839,0.363839,0.292395,231660800
3/23/1990,0.368304,0.383929,0.366071,0.377232,0.303158,227987200
3/26/1990,0.379464,0.387277,0.375,0.377232,0.303158,128060800
3/27/1990,0.375,0.377232,0.368304,0.375,0.301365,84604800
3/28/1990,0.375,0.376116,0.366071,0.368304,0.295984,102939200
3/29/1990,0.366071,0.370536,0.363839,0.367188,0.295087,96891200
3/30/1990,0.357143,0.366071,0.357143,0.359375,0.288808,223350400
4/2/1990,0.357143,0.362723,0.352679,0.359375,0.288808,148769600
4/3/1990,0.361607,0.372768,0.361607,0.372768,0.299571,139708800
4/4/1990,0.370536,0.375,0.363839,0.368304,0.295984,149732800
4/5/1990,0.366071,0.368304,0.357143,0.359375,0.288808,108192000
4/6/1990,0.359375,0.368304,0.354911,0.356027,0.286117,118238400
4/9/1990,0.354911,0.370536,0.352679,0.367188,0.295087,105481600
4/10/1990,0.368304,0.375,0.366071,0.368304,0.295984,131320000
4/11/1990,0.370536,0.383929,0.370536,0.379464,0.304952,213158400
4/12/1990,0.383929,0.392857,0.379464,0.386161,0.310334,211803200
4/16/1990,0.388393,0.395089,0.386161,0.390625,0.313922,226889600
4/17/1990,0.386161,0.388393,0.381696,0.386161,0.310334,131107200
4/18/1990,0.386161,0.390625,0.379464,0.386161,0.310334,193446400
4/19/1990,0.372768,0.385045,0.357143,0.359375,0.288808,481476800
4/20/1990,0.364955,0.370536,0.354911,0.359375,0.288808,323523200
4/23/1990,0.359375,0.361607,0.352679,0.354911,0.28522,128352000
4/24/1990,0.357143,0.361607,0.34375,0.345982,0.278045,303732800
4/25/1990,0.345982,0.348214,0.341518,0.345982,0.278045,132574400
4/26/1990,0.348214,0.352679,0.340402,0.347098,0.278942,142161600
4/27/1990,0.348214,0.352679,0.345982,0.34933,0.280735,116412800
4/30/1990,0.350446,0.354911,0.348214,0.351563,0.28253,136393600
5/1/1990,0.354911,0.357143,0.351563,0.353795,0.284323,163609600
5/2/1990,0.354911,0.357143,0.350446,0.354911,0.28522,135430400
5/3/1990,0.354911,0.359375,0.354911,0.357143,0.287014,166308800
5/4/1990,0.357143,0.363839,0.350446,0.357143,0.287014,169534400
5/7/1990,0.354911,0.372768,0.354911,0.370536,0.297777,135990400
5/8/1990,0.366071,0.375,0.366071,0.372768,0.299571,112459200
5/9/1990,0.371652,0.375,0.368304,0.373884,0.300468,97238400
5/10/1990,0.372768,0.372768,0.361607,0.36942,0.296881,179043200
5/11/1990,0.36942,0.381696,0.363839,0.38058,0.305849,215241600
5/14/1990,0.381696,0.381696,0.368304,0.372768,0.299571,226385600
5/15/1990,0.36942,0.375,0.366071,0.372768,0.299571,149385600
5/16/1990,0.372768,0.372768,0.366071,0.371652,0.298674,87304000
5/17/1990,0.372768,0.377232,0.366071,0.370536,0.297777,153585600
5/18/1990,0.368304,0.370536,0.352679,0.354911,0.28522,258462400
5/21/1990,0.352679,0.357143,0.345982,0.352679,0.284213,262483200
5/22/1990,0.358259,0.370536,0.357143,0.36942,0.297704,301089600
5/23/1990,0.368304,0.379464,0.368304,0.375,0.302201,207513600
5/24/1990,0.377232,0.377232,0.370536,0.375,0.302201,148131200
5/25/1990,0.352679,0.363839,0.348214,0.357143,0.287811,323321600
5/29/1990,0.357143,0.368304,0.350446,0.366071,0.295005,243208000
5/30/1990,0.371652,0.372768,0.368304,0.36942,0.297704,276819200
5/31/1990,0.370536,0.370536,0.366071,0.368304,0.296805,103084800
6/1/1990,0.36942,0.375,0.363839,0.363839,0.293207,157236800
6/4/1990,0.363839,0.366071,0.354911,0.363839,0.293207,179424000
6/5/1990,0.366071,0.366071,0.348214,0.352679,0.284213,299432000
6/6/1990,0.348214,0.352679,0.345982,0.352679,0.284213,211747200
6/7/1990,0.352679,0.354911,0.34375,0.348214,0.280615,186435200
6/8/1990,0.34375,0.34375,0.334821,0.341518,0.275219,333883200
6/11/1990,0.337054,0.348214,0.337054,0.348214,0.280615,157897600
6/12/1990,0.34933,0.361607,0.345982,0.361607,0.291408,165032000
6/13/1990,0.360491,0.363839,0.354911,0.354911,0.286012,138947200
6/14/1990,0.357143,0.359375,0.350446,0.354911,0.286012,140324800
6/15/1990,0.354911,0.357143,0.34933,0.352679,0.284213,144144000
6/18/1990,0.350446,0.352679,0.348214,0.350446,0.282414,111395200
6/19/1990,0.348214,0.354911,0.342634,0.353795,0.285112,157225600
6/20/1990,0.356027,0.359375,0.354911,0.357143,0.287811,154739200
6/21/1990,0.357143,0.375,0.357143,0.373884,0.301301,208600000
6/22/1990,0.375,0.38058,0.368304,0.370536,0.298603,283976000
6/25/1990,0.370536,0.372768,0.359375,0.368304,0.296805,122001600
6/26/1990,0.372768,0.375,0.360491,0.362723,0.292307,127254400
6/27/1990,0.363839,0.375,0.359375,0.370536,0.298603,97227200
6/28/1990,0.381696,0.386161,0.372768,0.383929,0.309396,249939200
6/29/1990,0.383929,0.40067,0.381696,0.399554,0.321988,325192000
7/2/1990,0.397321,0.397321,0.390625,0.392857,0.316591,135408000
7/3/1990,0.391741,0.397321,0.390625,0.392857,0.316591,99500800
7/5/1990,0.390625,0.395089,0.386161,0.388393,0.312994,107464000
7/6/1990,0.388393,0.401786,0.386161,0.399554,0.321988,209059200
7/9/1990,0.401786,0.419643,0.399554,0.416295,0.335479,315459200
7/10/1990,0.419643,0.424107,0.417411,0.419643,0.338177,361424000
7/11/1990,0.417411,0.419643,0.408482,0.419643,0.338177,246153600
7/12/1990,0.417411,0.424107,0.415179,0.422991,0.340875,182470400
7/13/1990,0.424107,0.426339,0.417411,0.417411,0.336379,230977600
7/16/1990,0.417411,0.420759,0.404018,0.407366,0.328284,179704000
7/17/1990,0.408482,0.410714,0.392857,0.395089,0.31839,136852800
7/18/1990,0.397321,0.401786,0.383929,0.398438,0.321089,288366400
7/19/1990,0.363839,0.379464,0.357143,0.372768,0.300402,585984000
7/20/1990,0.375,0.379464,0.363839,0.366071,0.295005,191844800
7/23/1990,0.366071,0.372768,0.357143,0.370536,0.298603,270188800
7/24/1990,0.375,0.377232,0.366071,0.376116,0.3031,193916800
7/25/1990,0.375,0.386161,0.372768,0.377232,0.304,104921600
7/26/1990,0.377232,0.379464,0.366071,0.36942,0.297704,80337600
7/27/1990,0.368304,0.372768,0.361607,0.36942,0.297704,62316800
7/30/1990,0.363839,0.379464,0.363839,0.378348,0.304899,85456000
7/31/1990,0.379464,0.381696,0.370536,0.375,0.302201,96006400
8/1/1990,0.375,0.381696,0.370536,0.378348,0.304899,93508800
8/2/1990,0.368304,0.390625,0.368304,0.388393,0.312994,223126400
8/3/1990,0.388393,0.390625,0.354911,0.368304,0.296805,268968000
8/6/1990,0.348214,0.361607,0.34375,0.352679,0.284213,179659200
8/7/1990,0.359375,0.362723,0.345982,0.352679,0.284213,198531200
8/8/1990,0.352679,0.363839,0.352679,0.358259,0.28871,102536000
8/9/1990,0.359375,0.361607,0.350446,0.352679,0.284213,96387200
8/10/1990,0.345982,0.350446,0.341518,0.345982,0.278816,102704000
8/13/1990,0.339286,0.357143,0.33817,0.356027,0.286911,156116800
8/14/1990,0.357143,0.357143,0.350446,0.354911,0.286012,98168000
8/15/1990,0.357143,0.359375,0.350446,0.350446,0.282414,92052800
8/16/1990,0.348214,0.353795,0.34375,0.34375,0.277017,123894400
8/17/1990,0.34375,0.34375,0.319196,0.325893,0.262627,246108800
8/20/1990,0.325893,0.334821,0.323661,0.328125,0.265225,75062400
8/21/1990,0.319196,0.328125,0.314732,0.323661,0.261617,161044800
8/22/1990,0.330357,0.330357,0.311384,0.313616,0.253497,122718400
8/23/1990,0.305804,0.3125,0.299107,0.308036,0.248987,143696000
8/24/1990,0.314732,0.321429,0.310268,0.316964,0.256203,73416000
8/27/1990,0.328125,0.339286,0.323661,0.337054,0.272442,117465600
8/28/1990,0.334821,0.342634,0.332589,0.340402,0.275149,80192000
8/29/1990,0.339286,0.340402,0.328125,0.332589,0.268833,150931200
8/30/1990,0.332589,0.334821,0.321429,0.323661,0.261617,122595200
8/31/1990,0.321429,0.332589,0.321429,0.330357,0.267029,99456000
9/4/1990,0.325893,0.334821,0.325893,0.330357,0.267029,82745600
9/5/1990,0.332589,0.332589,0.319196,0.321429,0.259813,64052800
9/6/1990,0.316964,0.321429,0.314732,0.319196,0.258008,87628800
9/7/1990,0.316964,0.328125,0.313616,0.324777,0.262519,58172800
9/10/1990,0.330357,0.330357,0.319196,0.319196,0.258008,75980800
9/11/1990,0.321429,0.322545,0.301339,0.303571,0.245378,178270400
9/12/1990,0.308036,0.308036,0.299107,0.303571,0.245378,100408000
9/13/1990,0.308036,0.310268,0.294643,0.301339,0.243574,97260800
9/14/1990,0.299107,0.305804,0.296875,0.303571,0.245378,113915200
9/17/1990,0.303571,0.314732,0.299107,0.301339,0.243574,77672000
9/18/1990,0.301339,0.301339,0.294643,0.297991,0.240868,124611200
9/19/1990,0.296875,0.301339,0.285714,0.290179,0.234553,182459200
9/20/1990,0.287946,0.287946,0.279018,0.282366,0.228238,100934400
9/21/1990,0.285714,0.290179,0.276786,0.28125,0.227336,153865600
9/24/1990,0.28125,0.28125,0.265625,0.270089,0.218314,138499200
9/25/1990,0.272321,0.274554,0.261161,0.267857,0.21651,157953600
9/26/1990,0.267857,0.272321,0.265625,0.265625,0.214706,94136000
9/27/1990,0.267857,0.272321,0.25,0.252232,0.20388,142340800
9/28/1990,0.254464,0.258929,0.243304,0.258929,0.209294,176041600
10/1/1990,0.263393,0.276786,0.261161,0.272321,0.220118,155657600
10/2/1990,0.276786,0.285714,0.263393,0.264509,0.213804,270984000
10/3/1990,0.265625,0.265625,0.238839,0.241071,0.194859,268240000
10/4/1990,0.238839,0.25,0.234375,0.25,0.202076,213494400
10/5/1990,0.241071,0.256696,0.241071,0.25,0.202076,99489600
10/8/1990,0.256696,0.261161,0.252232,0.260045,0.210196,61532800
10/9/1990,0.254464,0.258929,0.247768,0.25,0.202076,120579200
10/10/1990,0.243304,0.25,0.232143,0.236607,0.191251,147907200
10/11/1990,0.238839,0.248884,0.227679,0.247768,0.200272,205979200
10/12/1990,0.252232,0.254464,0.241071,0.252232,0.20388,228648000
10/15/1990,0.254464,0.256696,0.237723,0.247768,0.200272,201017600
10/16/1990,0.245536,0.245536,0.216518,0.223214,0.180425,305233600
10/17/1990,0.225446,0.236607,0.223214,0.236607,0.191251,309064000
10/18/1990,0.236607,0.256696,0.236607,0.254464,0.205684,315000000
10/19/1990,0.279018,0.283482,0.270089,0.280134,0.226434,933732800
10/22/1990,0.28125,0.28125,0.272321,0.277902,0.22463,252739200
10/23/1990,0.276786,0.28125,0.270089,0.276786,0.223727,167048000
10/24/1990,0.274554,0.276786,0.267857,0.272321,0.220118,141825600
10/25/1990,0.270089,0.279018,0.264509,0.267857,0.21651,153462400
10/26/1990,0.265625,0.279018,0.265625,0.267857,0.21651,134198400
10/29/1990,0.270089,0.272321,0.265625,0.266741,0.215608,123480000
10/30/1990,0.265625,0.274554,0.257813,0.271205,0.219216,98044800
10/31/1990,0.272321,0.284598,0.270089,0.274554,0.221923,148758400
11/1/1990,0.272321,0.276786,0.265625,0.272321,0.220118,90652800
11/2/1990,0.272321,0.289063,0.272321,0.283482,0.22914,148612800
11/5/1990,0.287946,0.299107,0.285714,0.296875,0.239965,184475200
11/6/1990,0.299107,0.308036,0.296875,0.299107,0.241769,184766400
11/7/1990,0.299107,0.301339,0.291295,0.296875,0.239965,202977600
11/8/1990,0.294643,0.3125,0.294643,0.308036,0.248987,199248000
11/9/1990,0.3125,0.319196,0.308036,0.316964,0.256203,198228800
11/12/1990,0.316964,0.328125,0.314732,0.323661,0.261617,145051200
11/13/1990,0.323661,0.325893,0.319196,0.321429,0.259813,141948800
11/14/1990,0.319196,0.332589,0.319196,0.330357,0.267029,190747200
11/15/1990,0.328125,0.330357,0.316964,0.321429,0.259813,161772800
11/16/1990,0.319196,0.321429,0.310268,0.313616,0.254345,183008000
11/19/1990,0.316964,0.324777,0.314732,0.324777,0.263396,223910400
11/20/1990,0.325893,0.328125,0.314732,0.316964,0.25706,153630400
11/21/1990,0.314732,0.323661,0.310268,0.322545,0.261586,123211200
11/23/1990,0.323661,0.330357,0.321429,0.324777,0.263396,53200000
11/26/1990,0.321429,0.330357,0.321429,0.328125,0.266112,81457600
11/27/1990,0.330357,0.341518,0.328125,0.334821,0.271542,164584000
11/28/1990,0.337054,0.34375,0.328125,0.328125,0.266112,174910400
11/29/1990,0.330357,0.330357,0.323661,0.328125,0.266112,126705600
11/30/1990,0.323661,0.332589,0.323661,0.328125,0.266112,121508800
12/3/1990,0.332589,0.341518,0.330357,0.340402,0.276068,165401600
12/4/1990,0.334821,0.345982,0.334821,0.34375,0.278784,152152000
12/5/1990,0.34375,0.359375,0.33817,0.358259,0.29055,218388800
12/6/1990,0.368304,0.372768,0.361607,0.368304,0.298697,532246400
12/7/1990,0.366071,0.381696,0.366071,0.379464,0.307748,329660800
12/10/1990,0.377232,0.379464,0.370536,0.372768,0.302317,250588800
12/11/1990,0.368304,0.370536,0.357143,0.357143,0.289645,347883200
12/12/1990,0.354911,0.357143,0.348214,0.353795,0.28693,242356800
12/13/1990,0.352679,0.366071,0.352679,0.363839,0.295076,160731200
12/14/1990,0.359375,0.361607,0.352679,0.356027,0.28874,87068800
12/17/1990,0.348214,0.361607,0.348214,0.358259,0.29055,131107200
12/18/1990,0.366071,0.379464,0.363839,0.377232,0.305938,220987200
12/19/1990,0.379464,0.379464,0.367188,0.373884,0.303222,140660800
12/20/1990,0.368304,0.397321,0.368304,0.392857,0.31861,401072000
12/21/1990,0.395089,0.404018,0.388393,0.401786,0.325851,346136000
12/24/1990,0.399554,0.401786,0.392857,0.392857,0.31861,58721600
12/26/1990,0.392857,0.395089,0.383929,0.390625,0.3168,103073600
12/27/1990,0.386161,0.392857,0.386161,0.388393,0.314989,97652800
12/28/1990,0.386161,0.388393,0.381696,0.383929,0.311369,63929600
12/31/1990,0.383929,0.386161,0.381696,0.383929,0.311369,44273600
1/2/1991,0.381696,0.392857,0.375,0.388393,0.314989,154985600
1/3/1991,0.388393,0.395089,0.383929,0.383929,0.311369,150180800
1/4/1991,0.383929,0.395089,0.383929,0.386161,0.313179,141523200
1/7/1991,0.383929,0.404018,0.383929,0.386161,0.313179,310800000
1/8/1991,0.390625,0.391741,0.379464,0.386161,0.313179,218691200
1/9/1991,0.395089,0.410714,0.390625,0.404018,0.327661,467264000
1/10/1991,0.408482,0.421875,0.408482,0.420759,0.341239,435321600
1/11/1991,0.419643,0.421875,0.410714,0.419643,0.340333,307652800
1/14/1991,0.410714,0.417411,0.410714,0.412946,0.334902,210840000
1/15/1991,0.415179,0.417411,0.410714,0.417411,0.338523,192057600
1/16/1991,0.419643,0.446429,0.417411,0.444196,0.360246,390633600
1/17/1991,0.46875,0.470982,0.4375,0.457589,0.371108,591673600
1/18/1991,0.435268,0.453125,0.433036,0.448661,0.363867,943241600
1/21/1991,0.444196,0.459821,0.444196,0.453125,0.367488,324307200
1/22/1991,0.455357,0.46875,0.450893,0.457589,0.371108,427728000
1/23/1991,0.457589,0.466518,0.455357,0.462054,0.374729,244260800
1/24/1991,0.459821,0.470982,0.459821,0.465402,0.377444,233934400
1/25/1991,0.464286,0.478795,0.464286,0.477679,0.387401,223809600
1/28/1991,0.475446,0.493304,0.475446,0.486607,0.394642,273481600
1/29/1991,0.484375,0.486607,0.466518,0.479911,0.389211,215555200
1/30/1991,0.475446,0.497768,0.475446,0.495536,0.401883,336772800
1/31/1991,0.495536,0.5,0.488839,0.495536,0.401883,242592000
2/1/1991,0.495536,0.516741,0.495536,0.497768,0.403693,444550400
2/4/1991,0.497768,0.5,0.491071,0.493304,0.400073,267848000
2/5/1991,0.493304,0.517857,0.488839,0.515625,0.418175,356115200
2/6/1991,0.515625,0.520089,0.504464,0.507813,0.41184,222566400
2/7/1991,0.508929,0.524554,0.497768,0.515625,0.418175,520172800
2/8/1991,0.513393,0.537946,0.513393,0.534598,0.433563,313555200
2/11/1991,0.535714,0.549107,0.533482,0.547991,0.444425,323030400
2/12/1991,0.544643,0.546875,0.530134,0.535714,0.434468,224750400
2/13/1991,0.535714,0.537946,0.517857,0.535714,0.434468,255550400
2/14/1991,0.535714,0.535714,0.506696,0.510045,0.41365,377675200
2/15/1991,0.511161,0.522321,0.511161,0.514509,0.418148,365612800
2/19/1991,0.513393,0.537946,0.512277,0.535714,0.435382,226251200
2/20/1991,0.53125,0.551339,0.529018,0.544643,0.442639,213640000
2/21/1991,0.546875,0.555804,0.524554,0.526786,0.428126,190870400
2/22/1991,0.526786,0.551339,0.522321,0.533482,0.433568,232568000
2/25/1991,0.537946,0.540179,0.513393,0.517857,0.420869,359273600
2/26/1991,0.513393,0.524554,0.504464,0.520089,0.422683,250017600
2/27/1991,0.520089,0.522321,0.513393,0.520089,0.422683,174372800
2/28/1991,0.520089,0.522321,0.502232,0.511161,0.415428,227360000
3/1/1991,0.508929,0.526786,0.508929,0.515625,0.419055,126134400
3/4/1991,0.517857,0.524554,0.508929,0.521205,0.42359,88356800
3/5/1991,0.526786,0.564732,0.526786,0.563616,0.458058,441448000
3/6/1991,0.571429,0.585938,0.561384,0.5625,0.457151,523958400
3/7/1991,0.566964,0.602679,0.564732,0.600446,0.487991,321753600
3/8/1991,0.604911,0.609375,0.580357,0.580357,0.471664,322201600
3/11/1991,0.575893,0.578125,0.555804,0.566964,0.460779,175369600
3/12/1991,0.5625,0.569196,0.558036,0.561384,0.456244,233676800
3/13/1991,0.560268,0.59375,0.560268,0.591518,0.480734,174552000
3/14/1991,0.595982,0.602679,0.575893,0.582589,0.473478,227068800
3/15/1991,0.587054,0.59375,0.582589,0.591518,0.480734,204836800
3/18/1991,0.587054,0.609375,0.587054,0.604911,0.491619,214009600
3/19/1991,0.59375,0.627232,0.587054,0.620536,0.504318,422195200
3/20/1991,0.618304,0.620536,0.597098,0.604911,0.491619,361704000
3/21/1991,0.609375,0.613839,0.569196,0.578125,0.46985,296800000
3/22/1991,0.571429,0.578125,0.555804,0.564732,0.458966,338128000
3/25/1991,0.566964,0.580357,0.564732,0.575893,0.468036,135856000
3/26/1991,0.578125,0.627232,0.578125,0.625,0.507946,333625600
3/27/1991,0.625,0.627232,0.611607,0.618304,0.502504,190220800
3/28/1991,0.618304,0.625,0.604911,0.607143,0.493433,78702400
4/1/1991,0.607143,0.620536,0.602679,0.611607,0.497061,117924800
4/2/1991,0.616071,0.649554,0.611607,0.649554,0.527901,292924800
4/3/1991,0.647321,0.649554,0.625,0.625,0.507946,240128000
4/4/1991,0.625,0.642857,0.620536,0.638393,0.518831,168436800
4/5/1991,0.640625,0.640625,0.613839,0.61942,0.503411,155411200
4/8/1991,0.618304,0.625,0.613839,0.625,0.507946,72475200
4/9/1991,0.622768,0.625,0.609375,0.613839,0.498875,119448000
4/10/1991,0.611607,0.618304,0.595982,0.597098,0.485269,216406400
4/11/1991,0.604911,0.637277,0.602679,0.633929,0.515202,355588800
4/12/1991,0.638393,0.654018,0.622768,0.640625,0.520644,367718400
4/15/1991,0.551339,0.575893,0.535714,0.555804,0.45171,1700384000
4/16/1991,0.564732,0.575893,0.558036,0.573661,0.466222,620782400
4/17/1991,0.580357,0.580357,0.553571,0.564732,0.458966,322403200
4/18/1991,0.560268,0.5625,0.542411,0.544643,0.442639,247363200
4/19/1991,0.544643,0.549107,0.53125,0.532366,0.432661,287302400
4/22/1991,0.53125,0.553571,0.524554,0.549107,0.446267,257017600
4/23/1991,0.555804,0.5625,0.537946,0.549107,0.446267,237294400
4/24/1991,0.551339,0.553571,0.540179,0.542411,0.440825,105448000
4/25/1991,0.533482,0.533482,0.522321,0.522321,0.424497,315380800
4/26/1991,0.522321,0.526786,0.515625,0.523438,0.425405,125059200
4/29/1991,0.522321,0.537946,0.520089,0.520089,0.422683,206707200
4/30/1991,0.515625,0.520089,0.486607,0.491071,0.3991,711446400
5/1/1991,0.428571,0.4375,0.419643,0.421875,0.342863,1868372800
5/2/1991,0.426339,0.444196,0.424107,0.4375,0.355562,811126400
5/3/1991,0.4375,0.441964,0.430804,0.4375,0.355562,243712000
5/6/1991,0.433036,0.450893,0.430804,0.448661,0.364633,212329600
5/7/1991,0.455357,0.457589,0.450893,0.452009,0.367354,270480000
5/8/1991,0.453125,0.453125,0.439732,0.444196,0.361004,176780800
5/9/1991,0.446429,0.459821,0.444196,0.453125,0.368261,238212800
5/10/1991,0.459821,0.475446,0.453125,0.457589,0.371889,241729600
5/13/1991,0.466518,0.477679,0.459821,0.470982,0.382773,244944000
5/14/1991,0.470982,0.479911,0.46875,0.477679,0.388216,216944000
5/15/1991,0.459821,0.464286,0.4375,0.450893,0.366447,518347200
5/16/1991,0.455357,0.457589,0.433036,0.4375,0.355562,382132800
5/17/1991,0.435268,0.435268,0.415179,0.419643,0.341049,471060800
5/20/1991,0.421875,0.424107,0.392857,0.395089,0.321916,262169600
5/21/1991,0.404018,0.415179,0.399554,0.404018,0.329191,349798400
5/22/1991,0.408482,0.415179,0.40625,0.412946,0.336466,227270400
5/23/1991,0.415179,0.417411,0.399554,0.402902,0.328282,208656000
5/24/1991,0.40625,0.410714,0.401786,0.409598,0.333737,97126400
5/28/1991,0.410714,0.412946,0.404018,0.410714,0.334647,171438400
5/29/1991,0.412946,0.426339,0.409598,0.419643,0.341922,384003200
5/30/1991,0.419643,0.426339,0.415179,0.425223,0.346469,158345600
5/31/1991,0.424107,0.426339,0.412946,0.419643,0.341922,217862400
6/3/1991,0.419643,0.441964,0.417411,0.439732,0.35829,220068800
6/4/1991,0.441964,0.441964,0.433036,0.438616,0.357381,184284800
6/5/1991,0.439732,0.439732,0.426339,0.428571,0.349197,133291200
6/6/1991,0.430804,0.430804,0.415179,0.416295,0.339194,168504000
6/7/1991,0.412946,0.419643,0.407366,0.41183,0.335556,152745600
6/10/1991,0.410714,0.420759,0.408482,0.410714,0.334647,167440000
6/11/1991,0.401786,0.40625,0.395089,0.398438,0.324644,188563200
6/12/1991,0.392857,0.399554,0.368304,0.378348,0.308275,435635200
6/13/1991,0.379464,0.383929,0.372768,0.376116,0.306457,211366400
6/14/1991,0.381696,0.381696,0.363839,0.367188,0.299182,225288000
6/17/1991,0.366071,0.377232,0.366071,0.375,0.305547,166600000
6/18/1991,0.377232,0.386161,0.370536,0.376116,0.306457,244686400
6/19/1991,0.372768,0.377232,0.368304,0.372768,0.303729,178942400
6/20/1991,0.368304,0.375,0.363839,0.375,0.305547,144043200
6/21/1991,0.375,0.379464,0.372768,0.375,0.305547,206012800
6/24/1991,0.372768,0.377232,0.368304,0.372768,0.303729,207984000
6/25/1991,0.375,0.383929,0.372768,0.378348,0.308275,227920000
6/26/1991,0.381696,0.388393,0.377232,0.383929,0.312823,250443200
6/27/1991,0.379464,0.381696,0.372768,0.379464,0.309185,151200000
6/28/1991,0.377232,0.379464,0.359375,0.370536,0.30191,226643200
7/1/1991,0.377232,0.383929,0.372768,0.379464,0.309185,194824000
7/2/1991,0.377232,0.381696,0.372768,0.377232,0.307366,120142400
7/3/1991,0.377232,0.388393,0.372768,0.385045,0.313732,310374400
7/5/1991,0.383929,0.410714,0.381696,0.407366,0.331919,331553600
7/8/1991,0.404018,0.421875,0.401786,0.417411,0.340104,307081600
7/9/1991,0.421875,0.430804,0.415179,0.418527,0.341013,226441600
7/10/1991,0.424107,0.430804,0.417411,0.421875,0.343741,156576000
7/11/1991,0.419643,0.421875,0.410714,0.417411,0.340104,145913600
7/12/1991,0.421875,0.421875,0.412946,0.417411,0.340104,132753600
7/15/1991,0.417411,0.417411,0.40625,0.40625,0.33101,137984000
7/16/1991,0.40625,0.408482,0.388393,0.390625,0.318279,222992000
7/17/1991,0.388393,0.397321,0.377232,0.379464,0.309185,208936000
7/18/1991,0.392857,0.402902,0.383929,0.40067,0.326463,398316800
7/19/1991,0.404018,0.412946,0.401786,0.410714,0.334647,128419200
7/22/1991,0.408482,0.412946,0.40625,0.410714,0.334647,108673600
7/23/1991,0.412946,0.415179,0.397321,0.401786,0.327372,133056000
7/24/1991,0.404018,0.408482,0.397321,0.401786,0.327372,131454400
7/25/1991,0.404018,0.408482,0.401786,0.404018,0.329191,65800000
7/26/1991,0.408482,0.408482,0.399554,0.40067,0.326463,74233600
7/29/1991,0.404018,0.40625,0.397321,0.40625,0.33101,53300800
7/30/1991,0.40625,0.417411,0.40625,0.415179,0.338285,91862400
