Date,Open,High,Low,Close,Adj Close,Volume
4/10/1981,0.124442,0.125,0.124442,0.124442,0.097396,33465600
4/13/1981,0.124442,0.125,0.124442,0.124442,0.097396,16060800
4/14/1981,0.124442,0.125,0.124442,0.124442,0.097396,6652800
4/15/1981,0.118862,0.118862,0.118304,0.118304,0.092592,34048000
4/16/1981,0.112165,0.112165,0.111607,0.111607,0.087351,23878400
4/20/1981,0.114955,0.115513,0.114955,0.114955,0.089971,35347200
4/21/1981,0.122768,0.123326,0.122768,0.122768,0.096086,28537600
4/22/1981,0.127232,0.12779,0.127232,0.127232,0.09958,18995200
4/23/1981,0.13058,0.131138,0.13058,0.13058,0.1022,58016000
4/24/1981,0.13058,0.13058,0.129464,0.129464,0.101327,35056000
4/27/1981,0.128906,0.128906,0.128348,0.128348,0.100453,38528000
4/28/1981,0.126674,0.126674,0.126116,0.126116,0.098707,32188800
4/29/1981,0.125,0.125,0.124442,0.124442,0.097396,13641600
4/30/1981,0.126674,0.12779,0.126674,0.126674,0.099143,12611200
5/1/1981,0.126674,0.12779,0.126674,0.126674,0.099143,16553600
5/4/1981,0.126674,0.126674,0.126116,0.126116,0.098707,14448000
5/5/1981,0.126116,0.126116,0.125558,0.125558,0.09827,17539200
5/6/1981,0.122768,0.122768,0.12221,0.12221,0.095649,18950400
5/7/1981,0.123884,0.124442,0.123884,0.123884,0.09696,9363200
5/8/1981,0.125,0.125558,0.125,0.125,0.097833,7907200
5/11/1981,0.122768,0.122768,0.12221,0.12221,0.095649,11939200
5/12/1981,0.12221,0.123884,0.12221,0.12221,0.095649,4256000
5/13/1981,0.12221,0.123326,0.121652,0.121652,0.095213,4905600
5/14/1981,0.121094,0.121094,0.119978,0.119978,0.093903,4928000
5/15/1981,0.122768,0.124442,0.122768,0.122768,0.096086,4905600
5/18/1981,0.125,0.126116,0.125,0.125,0.097833,4166400
5/19/1981,0.123326,0.123326,0.122768,0.122768,0.096086,25424000
5/20/1981,0.126674,0.12779,0.126674,0.126674,0.099143,13283200
5/21/1981,0.133929,0.134487,0.133929,0.133929,0.104821,32211200
5/22/1981,0.140067,0.141183,0.140067,0.140067,0.109625,31427200
5/26/1981,0.140067,0.140067,0.139509,0.139509,0.109189,85344000
5/27/1981,0.147321,0.147879,0.147321,0.147321,0.115303,149497600
5/28/1981,0.147321,0.147879,0.147321,0.147321,0.115303,73987200
5/29/1981,0.147879,0.148438,0.147879,0.147879,0.11574,59382400
6/1/1981,0.147879,0.148438,0.147879,0.147879,0.11574,51251200
6/2/1981,0.141183,0.141183,0.140625,0.140625,0.110062,40432000
6/3/1981,0.140625,0.141741,0.140625,0.140625,0.110062,39446400
6/4/1981,0.143415,0.143973,0.143415,0.143415,0.112246,56067200
6/5/1981,0.141741,0.141741,0.141183,0.141183,0.110499,57680000
6/8/1981,0.136719,0.136719,0.136161,0.136161,0.106568,93497600
6/9/1981,0.138951,0.139509,0.138951,0.138951,0.108752,119593600
6/10/1981,0.140625,0.142299,0.140625,0.140625,0.110062,25222400
6/11/1981,0.146763,0.147321,0.146763,0.146763,0.114866,38976000
6/12/1981,0.145647,0.145647,0.145089,0.145089,0.113556,25804800
6/15/1981,0.145089,0.145089,0.144531,0.144531,0.113119,143763200
6/16/1981,0.142299,0.142299,0.141741,0.141741,0.110936,37251200
6/17/1981,0.140067,0.140067,0.139509,0.139509,0.109189,27574400
6/18/1981,0.139509,0.140067,0.138951,0.138951,0.108752,23049600
6/19/1981,0.135603,0.135603,0.135045,0.135045,0.105695,27507200
6/22/1981,0.13058,0.13058,0.130022,0.130022,0.101764,10841600
6/23/1981,0.132254,0.133371,0.132254,0.132254,0.103511,15030400
6/24/1981,0.130022,0.130022,0.128906,0.128906,0.10089,23027200
6/25/1981,0.131696,0.132254,0.131696,0.131696,0.103074,24259200
6/26/1981,0.131138,0.131138,0.130022,0.130022,0.101764,23788800
6/29/1981,0.126674,0.126674,0.125558,0.125558,0.09827,10595200
6/30/1981,0.116629,0.116629,0.116071,0.116071,0.090845,35907200
7/1/1981,0.115513,0.115513,0.114955,0.114955,0.089971,170464000
7/2/1981,0.114955,0.115513,0.114955,0.114955,0.089971,30284800
7/6/1981,0.112165,0.112165,0.111049,0.111049,0.086914,16531200
7/7/1981,0.112165,0.113281,0.112165,0.112165,0.087788,15836800
7/8/1981,0.116629,0.117188,0.116629,0.116629,0.091281,16620800
7/9/1981,0.108259,0.108259,0.107701,0.107701,0.084294,32883200
7/10/1981,0.099888,0.099888,0.09933,0.09933,0.077742,55171200
7/13/1981,0.101563,0.102121,0.101563,0.101563,0.07949,45740800
7/14/1981,0.106027,0.107143,0.106027,0.106027,0.082984,19779200
7/15/1981,0.108817,0.109375,0.108817,0.108817,0.085167,10953600
7/16/1981,0.111607,0.112723,0.111607,0.111607,0.087351,15232000
7/17/1981,0.115513,0.116071,0.115513,0.115513,0.090408,19824000
7/20/1981,0.108259,0.108259,0.107701,0.107701,0.084294,23654400
7/21/1981,0.107701,0.107701,0.107143,0.107143,0.083857,31942400
7/22/1981,0.102121,0.102121,0.101004,0.101004,0.079052,22668800
7/23/1981,0.103795,0.104353,0.103795,0.103795,0.081237,34451200
7/24/1981,0.107143,0.107701,0.107143,0.107143,0.083857,28851200
7/27/1981,0.111607,0.112165,0.111607,0.111607,0.087351,17337600
7/28/1981,0.108259,0.108259,0.107701,0.107701,0.084294,22848000
7/29/1981,0.106585,0.106585,0.106027,0.106027,0.082984,15500800
7/30/1981,0.109933,0.111049,0.109933,0.109933,0.086041,9900800
7/31/1981,0.111607,0.112165,0.111607,0.111607,0.087351,10953600
8/3/1981,0.111607,0.111607,0.110491,0.110491,0.086477,12432000
8/4/1981,0.112165,0.112723,0.112165,0.112165,0.087788,31673600
8/5/1981,0.115513,0.116071,0.115513,0.115513,0.090408,17494400
8/6/1981,0.113281,0.113281,0.112723,0.112723,0.088224,10528000
8/7/1981,0.112723,0.113281,0.112723,0.112723,0.088224,9206400
8/11/1981,0.110491,0.110491,0.109375,0.109375,0.085604,71456000
8/12/1981,0.107701,0.107701,0.107143,0.107143,0.083857,26275200
8/13/1981,0.104353,0.104353,0.103795,0.103795,0.081237,27484800
8/14/1981,0.103237,0.103237,0.102121,0.102121,0.079927,24192000
8/17/1981,0.099888,0.099888,0.098772,0.098772,0.077305,18905600
8/18/1981,0.097656,0.097656,0.09654,0.09654,0.075558,17001600
8/19/1981,0.09654,0.09654,0.095424,0.095424,0.074685,20675200
8/20/1981,0.09654,0.097098,0.09654,0.09654,0.075558,17113600
8/21/1981,0.09096,0.09096,0.089844,0.089844,0.070318,41910400
8/24/1981,0.084821,0.084821,0.084263,0.084263,0.06595,23072000
8/25/1981,0.086496,0.087054,0.086496,0.086496,0.067697,40700800
8/26/1981,0.085379,0.085379,0.084821,0.084821,0.066386,33600000
8/27/1981,0.085379,0.085938,0.085379,0.085379,0.066823,25916800
8/28/1981,0.089844,0.090402,0.089844,0.089844,0.070318,38035200
8/31/1981,0.089844,0.090402,0.089844,0.089844,0.070318,40947200
9/1/1981,0.095424,0.095982,0.095424,0.095424,0.074685,37027200
9/2/1981,0.097098,0.097656,0.097098,0.097098,0.075995,19376000
9/3/1981,0.093192,0.093192,0.092076,0.092076,0.072065,37475200
9/4/1981,0.091518,0.091518,0.09096,0.09096,0.071191,15254400
9/8/1981,0.088728,0.088728,0.08817,0.08817,0.069008,25446400
9/9/1981,0.08817,0.088728,0.08817,0.08817,0.069008,30531200
9/10/1981,0.088728,0.089286,0.088728,0.088728,0.069444,34809600
9/11/1981,0.08817,0.08817,0.087612,0.087612,0.068571,17539200
9/14/1981,0.085379,0.085379,0.084821,0.084821,0.066386,27686400
9/15/1981,0.083147,0.083147,0.082589,0.082589,0.064639,19510400
9/16/1981,0.081473,0.081473,0.080915,0.080915,0.063329,19353600
9/17/1981,0.079241,0.079241,0.078683,0.078683,0.061582,19376000
9/18/1981,0.079241,0.079799,0.079241,0.079241,0.062019,26320000
9/21/1981,0.079799,0.080357,0.079799,0.079799,0.062456,49033600
9/22/1981,0.075893,0.075893,0.075335,0.075335,0.058962,47420800
9/23/1981,0.074777,0.074777,0.073661,0.073661,0.057652,28201600
9/24/1981,0.073661,0.073661,0.073103,0.073103,0.057215,18300800
9/25/1981,0.064732,0.064732,0.063616,0.063616,0.04979,34608000
9/28/1981,0.064174,0.064732,0.064174,0.064174,0.050227,91728000
9/29/1981,0.067522,0.06808,0.067522,0.067522,0.052847,94684800
9/30/1981,0.06808,0.068638,0.06808,0.06808,0.053284,49996800
10/1/1981,0.06808,0.068638,0.06808,0.06808,0.053284,61129600
10/2/1981,0.073661,0.074219,0.073661,0.073661,0.057652,45046400
10/5/1981,0.075893,0.077009,0.075893,0.075893,0.059399,43097600
10/6/1981,0.075893,0.075893,0.075335,0.075335,0.058962,28358400
10/7/1981,0.079799,0.080915,0.079799,0.079799,0.062456,38841600
10/8/1981,0.082589,0.083147,0.082589,0.082589,0.064639,31091200
10/9/1981,0.083147,0.084263,0.083147,0.083147,0.065076,54521600
10/12/1981,0.085938,0.086496,0.085938,0.085938,0.067261,27350400
10/13/1981,0.085938,0.087054,0.085938,0.085938,0.067261,44195200
10/14/1981,0.081473,0.081473,0.080915,0.080915,0.063329,30979200
10/15/1981,0.082589,0.083147,0.082589,0.082589,0.064639,29433600
10/16/1981,0.082031,0.082031,0.081473,0.081473,0.063766,36467200
10/19/1981,0.083147,0.083705,0.083147,0.083147,0.065076,20585600
10/20/1981,0.087612,0.08817,0.087612,0.087612,0.068571,35728000
10/21/1981,0.087612,0.08817,0.087612,0.087612,0.068571,76899200
10/22/1981,0.087612,0.087612,0.087054,0.087054,0.068134,32278400
10/23/1981,0.085379,0.085379,0.084821,0.084821,0.066386,27910400
10/26/1981,0.084821,0.085379,0.084821,0.084821,0.066386,27283200
10/27/1981,0.086496,0.087612,0.086496,0.086496,0.067697,85590400
10/28/1981,0.089286,0.089844,0.089286,0.089286,0.069881,44172800
10/29/1981,0.088728,0.088728,0.08817,0.08817,0.069008,30486400
10/30/1981,0.089286,0.089844,0.089286,0.089286,0.069881,52729600
11/2/1981,0.089286,0.089844,0.089286,0.089286,0.069881,36915200
11/3/1981,0.088728,0.088728,0.08817,0.08817,0.069008,28380800
11/4/1981,0.086496,0.086496,0.085938,0.085938,0.067261,23811200
11/5/1981,0.080357,0.080357,0.079799,0.079799,0.062456,23363200
11/6/1981,0.080357,0.080915,0.080357,0.080357,0.062893,24595200
11/9/1981,0.081473,0.082031,0.081473,0.081473,0.063766,20384000
11/10/1981,0.082031,0.082589,0.082031,0.082031,0.064203,16755200
11/11/1981,0.084263,0.084821,0.084263,0.084263,0.06595,27440000
11/12/1981,0.087054,0.087612,0.087054,0.087054,0.068134,39916800
11/13/1981,0.081473,0.081473,0.080915,0.080915,0.063329,21011200
11/16/1981,0.080357,0.080357,0.079799,0.079799,0.062456,22556800
11/17/1981,0.081473,0.082031,0.081473,0.081473,0.063766,35414400
11/18/1981,0.084263,0.084821,0.084263,0.084263,0.06595,29142400
11/19/1981,0.084263,0.084821,0.084263,0.084263,0.06595,40006400
11/20/1981,0.084821,0.085379,0.084821,0.084821,0.066386,38102400
11/23/1981,0.082031,0.082031,0.080915,0.080915,0.063329,22960000
11/24/1981,0.080915,0.080915,0.080357,0.080357,0.062893,22153600
11/25/1981,0.082031,0.082589,0.082031,0.082031,0.064203,52550400
11/27/1981,0.084263,0.084821,0.084263,0.084263,0.06595,37251200
11/30/1981,0.083705,0.083705,0.083147,0.083147,0.065076,23968000
12/1/1981,0.083147,0.083705,0.083147,0.083147,0.065076,23385600
12/2/1981,0.083705,0.084263,0.083705,0.083705,0.065513,37564800
12/3/1981,0.083147,0.083147,0.082589,0.082589,0.064639,20428800
12/4/1981,0.084821,0.085379,0.084821,0.084821,0.066386,137155200
12/7/1981,0.085379,0.085938,0.085379,0.085379,0.066823,59292800
12/8/1981,0.084821,0.084821,0.083705,0.083705,0.065513,50624000
12/9/1981,0.084263,0.084821,0.084263,0.084263,0.06595,34272000
12/10/1981,0.084263,0.084821,0.084263,0.084263,0.06595,37408000
12/11/1981,0.084263,0.084821,0.083705,0.083705,0.065513,76092800
12/14/1981,0.082031,0.082031,0.080915,0.080915,0.063329,25244800
12/15/1981,0.083147,0.083705,0.083147,0.083147,0.065076,31315200
12/16/1981,0.087054,0.087612,0.087054,0.087054,0.068134,65452800
12/17/1981,0.094308,0.094866,0.094308,0.094308,0.073812,51452800
12/18/1981,0.102121,0.102679,0.102121,0.102121,0.079927,71724800
12/21/1981,0.098214,0.098214,0.097656,0.097656,0.076432,56403200
12/22/1981,0.09933,0.099888,0.09933,0.09933,0.077742,53827200
12/23/1981,0.097656,0.097656,0.097098,0.097098,0.075995,28896000
12/24/1981,0.097656,0.098214,0.097656,0.097656,0.076432,28918400
12/28/1981,0.094308,0.094308,0.093192,0.093192,0.072938,36579200
12/29/1981,0.094866,0.095982,0.094866,0.094866,0.074248,24236800
12/30/1981,0.098772,0.09933,0.098772,0.098772,0.077305,32188800
12/31/1981,0.098772,0.09933,0.098772,0.098772,0.077305,54656000
1/4/1982,0.098772,0.098772,0.098214,0.098214,0.076869,71254400
1/5/1982,0.094308,0.094308,0.093192,0.093192,0.072938,35840000
1/6/1982,0.092634,0.092634,0.092076,0.092076,0.072065,66080000
1/7/1982,0.085938,0.085938,0.084821,0.084821,0.066386,70044800
1/8/1982,0.088728,0.089286,0.088728,0.088728,0.069444,56604800
1/11/1982,0.083705,0.083705,0.083147,0.083147,0.065076,33331200
1/12/1982,0.080915,0.080915,0.080357,0.080357,0.062893,59920000
1/13/1982,0.080357,0.080357,0.079799,0.079799,0.062456,41753600
1/14/1982,0.083705,0.084263,0.083705,0.083705,0.065513,25715200
1/15/1982,0.089286,0.090402,0.089286,0.089286,0.069881,46704000
1/18/1982,0.09096,0.092076,0.09096,0.09096,0.071191,28000000
1/19/1982,0.089844,0.089844,0.088728,0.088728,0.069444,55507200
1/20/1982,0.090402,0.09096,0.090402,0.090402,0.070754,25827200
1/21/1982,0.092076,0.092634,0.092076,0.092076,0.072065,33331200
1/22/1982,0.092634,0.093192,0.092634,0.092634,0.072501,24259200
1/25/1982,0.090402,0.090402,0.089844,0.089844,0.070318,44710400
1/26/1982,0.087612,0.087612,0.086496,0.086496,0.067697,21212800
1/27/1982,0.087054,0.08817,0.087054,0.087054,0.068134,31360000
1/28/1982,0.089844,0.090402,0.089844,0.089844,0.070318,39603200
1/29/1982,0.09096,0.091518,0.09096,0.09096,0.071191,53155200
2/1/1982,0.09096,0.09096,0.089844,0.089844,0.070318,38528000
2/2/1982,0.090402,0.091518,0.090402,0.090402,0.070754,54275200
2/3/1982,0.090402,0.09096,0.090402,0.090402,0.070754,31472000
2/4/1982,0.088728,0.088728,0.08817,0.08817,0.069008,22041600
2/5/1982,0.08817,0.088728,0.08817,0.08817,0.069008,40297600
2/8/1982,0.083147,0.083147,0.082589,0.082589,0.064639,31696000
2/9/1982,0.082589,0.083147,0.082589,0.082589,0.064639,57904000
2/10/1982,0.083705,0.084263,0.083705,0.083705,0.065513,38796800
2/11/1982,0.083147,0.083147,0.082589,0.082589,0.064639,24528000
2/12/1982,0.083705,0.084263,0.083705,0.083705,0.065513,19644800
2/16/1982,0.082589,0.082589,0.082031,0.082031,0.064203,34316800
2/17/1982,0.083147,0.083705,0.083147,0.083147,0.065076,25580800
2/18/1982,0.084263,0.084821,0.084263,0.084263,0.06595,28380800
2/19/1982,0.084263,0.084263,0.083705,0.083705,0.065513,13596800
2/22/1982,0.083147,0.083147,0.082589,0.082589,0.064639,26633600
2/23/1982,0.082031,0.082031,0.081473,0.081473,0.063766,34540800
2/24/1982,0.082031,0.082589,0.082031,0.082031,0.064203,37945600
2/25/1982,0.082031,0.082031,0.081473,0.081473,0.063766,30800000
2/26/1982,0.081473,0.082031,0.081473,0.081473,0.063766,17427200
3/1/1982,0.082031,0.082589,0.082031,0.082031,0.064203,35302400
3/2/1982,0.082031,0.082589,0.082031,0.082031,0.064203,34809600
3/3/1982,0.082031,0.082589,0.082031,0.082031,0.064203,23654400
3/4/1982,0.080915,0.080915,0.080357,0.080357,0.062893,38371200
3/5/1982,0.074777,0.074777,0.074219,0.074219,0.058089,45315200
3/8/1982,0.073661,0.073661,0.073103,0.073103,0.057215,35145600
3/9/1982,0.073661,0.074219,0.073661,0.073661,0.057652,52505600
3/10/1982,0.073103,0.073103,0.072545,0.072545,0.056778,86934400
3/11/1982,0.072545,0.073661,0.072545,0.072545,0.056778,22579200
3/12/1982,0.068638,0.068638,0.06808,0.06808,0.053284,46547200
3/15/1982,0.06808,0.06808,0.067522,0.067522,0.052847,51363200
3/16/1982,0.066964,0.066964,0.066406,0.066406,0.051974,47152000
3/17/1982,0.063616,0.063616,0.063058,0.063058,0.049353,50489600
3/18/1982,0.06808,0.068638,0.06808,0.06808,0.053284,56336000
3/19/1982,0.074219,0.074777,0.074219,0.074219,0.058089,65811200
3/22/1982,0.079799,0.080357,0.079799,0.079799,0.062456,69193600
3/23/1982,0.079241,0.079241,0.078683,0.078683,0.061582,55955200
3/24/1982,0.074777,0.074777,0.074219,0.074219,0.058089,51609600
3/25/1982,0.074219,0.074219,0.073661,0.073661,0.057652,84112000
3/26/1982,0.073103,0.073103,0.072545,0.072545,0.056778,50780800
3/29/1982,0.074219,0.074777,0.074219,0.074219,0.058089,67603200
3/30/1982,0.075335,0.075893,0.075335,0.075335,0.058962,77952000
3/31/1982,0.075335,0.075893,0.075335,0.075335,0.058962,50153600
4/1/1982,0.079241,0.079799,0.079241,0.079241,0.062019,59136000
4/2/1982,0.079241,0.079799,0.079241,0.079241,0.062019,84806400
4/5/1982,0.079241,0.079799,0.079241,0.079241,0.062019,86643200
4/6/1982,0.079241,0.079241,0.078683,0.078683,0.061582,71590400
4/7/1982,0.078125,0.078125,0.077567,0.077567,0.060709,29097600
4/8/1982,0.078125,0.078683,0.078125,0.078125,0.061146,23990400
4/12/1982,0.078125,0.078683,0.077567,0.077567,0.060709,44307200
4/13/1982,0.071987,0.071987,0.071429,0.071429,0.055905,85299200
4/14/1982,0.071987,0.072545,0.071987,0.071987,0.056342,113590400
4/15/1982,0.073103,0.073661,0.073103,0.073103,0.057215,164281600
4/16/1982,0.075335,0.075893,0.075335,0.075335,0.058962,104048000
4/19/1982,0.074777,0.074777,0.073661,0.073661,0.057652,41283200
4/20/1982,0.070871,0.070871,0.070313,0.070313,0.055032,80550400
4/21/1982,0.070313,0.070313,0.069754,0.069754,0.054594,73024000
4/22/1982,0.069196,0.069196,0.068638,0.068638,0.053721,52595200
4/23/1982,0.068638,0.069196,0.068638,0.068638,0.053721,48294400
4/26/1982,0.070313,0.070871,0.070313,0.070313,0.055032,57926400
4/27/1982,0.068638,0.068638,0.06808,0.06808,0.053284,70268800
4/28/1982,0.065848,0.065848,0.06529,0.06529,0.0511,99232000
4/29/1982,0.06529,0.065848,0.06529,0.06529,0.0511,82230400
4/30/1982,0.065848,0.066406,0.065848,0.065848,0.051537,277401600
5/3/1982,0.06808,0.068638,0.06808,0.06808,0.053284,82700800
5/4/1982,0.070313,0.070871,0.070313,0.070313,0.055032,73987200
5/5/1982,0.070313,0.070313,0.069196,0.069196,0.054157,53939200
5/6/1982,0.071429,0.071987,0.071429,0.071429,0.055905,75465600
5/7/1982,0.072545,0.073103,0.072545,0.072545,0.056778,84716800
5/10/1982,0.071987,0.071987,0.071429,0.071429,0.055905,31606400
5/11/1982,0.069754,0.069754,0.069196,0.069196,0.054157,103017600
5/12/1982,0.06808,0.06808,0.067522,0.067522,0.052847,71008000
5/13/1982,0.06808,0.068638,0.06808,0.06808,0.053284,54454400
5/14/1982,0.066406,0.066406,0.06529,0.06529,0.0511,95737600
5/17/1982,0.064732,0.064732,0.064174,0.064174,0.050227,76204800
5/18/1982,0.063616,0.063616,0.063058,0.063058,0.049353,122035200
5/19/1982,0.063058,0.063058,0.0625,0.0625,0.048917,75286400
5/20/1982,0.063058,0.063616,0.063058,0.063058,0.049353,27619200
5/21/1982,0.063616,0.064174,0.063616,0.063616,0.04979,38841600
5/24/1982,0.064174,0.064732,0.064174,0.064174,0.050227,31987200
5/25/1982,0.064174,0.064732,0.064174,0.064174,0.050227,51564800
5/26/1982,0.064174,0.064174,0.063616,0.063616,0.04979,43276800
5/27/1982,0.063058,0.063058,0.0625,0.0625,0.048917,31248000
5/28/1982,0.0625,0.063058,0.0625,0.0625,0.048917,19196800
6/1/1982,0.061942,0.061942,0.061384,0.061384,0.048043,47600000
6/2/1982,0.0625,0.063058,0.0625,0.0625,0.048917,32905600
6/3/1982,0.061384,0.061384,0.060268,0.060268,0.04717,39760000
6/4/1982,0.059152,0.059152,0.058594,0.058594,0.045859,37676800
6/7/1982,0.058594,0.059152,0.058594,0.058594,0.045859,37161600
6/8/1982,0.058594,0.058594,0.058036,0.058036,0.045423,31404800
6/9/1982,0.057478,0.057478,0.05692,0.05692,0.044549,33846400
6/10/1982,0.057478,0.058036,0.057478,0.057478,0.044986,34406400
6/11/1982,0.05971,0.060268,0.05971,0.05971,0.046733,54633600
6/14/1982,0.05971,0.060268,0.05971,0.05971,0.046733,29993600
6/15/1982,0.05971,0.060268,0.05971,0.05971,0.046733,35212800
6/16/1982,0.05971,0.060268,0.05971,0.05971,0.046733,41731200
6/17/1982,0.059152,0.059152,0.058594,0.058594,0.045859,29164800
6/18/1982,0.058594,0.058594,0.057478,0.057478,0.044986,19868800
6/21/1982,0.057478,0.058036,0.057478,0.057478,0.044986,28537600
6/22/1982,0.05971,0.060826,0.05971,0.05971,0.046733,17561600
6/23/1982,0.061384,0.0625,0.061384,0.061384,0.048043,52752000
6/24/1982,0.061384,0.061942,0.061384,0.061384,0.048043,44150400
6/25/1982,0.05971,0.05971,0.059152,0.059152,0.046296,26678400
